nwb_path,session_start_time,subject_id,num_good_units,num_units,brain_region,device,is_single_shank,is_v1_probe,most_common_area
sub-484674/sub-484674_ses-20210514T111526_behavior+ecephys+ogen.nwb,2021-05-14 11:15:26+00:00,484674,120,460,left Midbrain,18005123682 (neuropixels 1.0 - 3B),True,True,Anterior pretectal nucleus
sub-484674/sub-484674_ses-20210514T111526_behavior+ecephys+ogen.nwb,2021-05-14 11:15:26+00:00,484674,14,112,left ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Secondary motor area, layer 5"
sub-484674/sub-484674_ses-20210514T111526_behavior+ecephys+ogen.nwb,2021-05-14 11:15:26+00:00,484674,78,297,left BLA,19122505354 (neuropixels 2.0 - SS),True,False,Caudoputamen
sub-484675/sub-484675_ses-20210318T122039_behavior+ecephys+ogen.nwb,2021-03-18 12:20:39+00:00,484675,109,371,left Striatum,19011111142 (neuropixels 2.0 - MS),False,False,Caudoputamen
sub-484675/sub-484675_ses-20210318T122039_behavior+ecephys+ogen.nwb,2021-03-18 12:20:39+00:00,484675,64,215,left Midbrain,19011111612 (neuropixels 2.0 - MS),False,False,Midbrain reticular nucleus
sub-484675/sub-484675_ses-20210318T122039_behavior+ecephys+ogen.nwb,2021-03-18 12:20:39+00:00,484675,55,313,left ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Orbital area, lateral part, layer 2/3"
sub-484675/sub-484675_ses-20210318T122039_behavior+ecephys+ogen.nwb,2021-03-18 12:20:39+00:00,484675,137,420,left ECT,19122511894 (neuropixels 2.0 - SS),True,False,"Endopiriform nucleus, dorsal part"
sub-484675/sub-484675_ses-20210319T121514_behavior+ecephys+ogen.nwb,2021-03-19 12:15:14+00:00,484675,100,317,left Striatum,19011111142 (neuropixels 2.0 - MS),False,False,Caudoputamen
sub-484675/sub-484675_ses-20210319T121514_behavior+ecephys+ogen.nwb,2021-03-19 12:15:14+00:00,484675,83,200,left Midbrain,19011111612 (neuropixels 2.0 - MS),False,False,Midbrain
sub-484675/sub-484675_ses-20210319T121514_behavior+ecephys+ogen.nwb,2021-03-19 12:15:14+00:00,484675,10,81,left ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Orbital area, lateral part, layer 5"
sub-484675/sub-484675_ses-20210319T121514_behavior+ecephys+ogen.nwb,2021-03-19 12:15:14+00:00,484675,200,518,left ECT,19122511894 (neuropixels 2.0 - SS),True,False,"Temporal association areas, layer 6a"
sub-484675/sub-484675_ses-20210320T130513_behavior+ecephys+ogen.nwb,2021-03-20 13:05:13+00:00,484675,69,267,left Thalamus,19011111142 (neuropixels 2.0 - MS),False,False,Zona incerta
sub-484675/sub-484675_ses-20210320T130513_behavior+ecephys+ogen.nwb,2021-03-20 13:05:13+00:00,484675,63,212,left Midbrain,19011111612 (neuropixels 2.0 - MS),False,False,Midbrain reticular nucleus
sub-484675/sub-484675_ses-20210320T130513_behavior+ecephys+ogen.nwb,2021-03-20 13:05:13+00:00,484675,24,113,left ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Orbital area, lateral part, layer 5"
sub-484675/sub-484675_ses-20210320T130513_behavior+ecephys+ogen.nwb,2021-03-20 13:05:13+00:00,484675,327,822,left ECT,19122511894 (neuropixels 2.0 - SS),True,False,"Temporal association areas, layer 6a"
sub-484675/sub-484675_ses-20210322T164725_behavior+ecephys+ogen.nwb,2021-03-22 16:47:25+00:00,484675,52,153,right Midbrain,19011111142 (neuropixels 2.0 - MS),False,False,"Superior colliculus, motor related, intermediate white layer"
sub-484675/sub-484675_ses-20210322T164725_behavior+ecephys+ogen.nwb,2021-03-22 16:47:25+00:00,484675,127,481,right Striatum,19011111612 (neuropixels 2.0 - MS),False,False,Caudoputamen
sub-484675/sub-484675_ses-20210322T164725_behavior+ecephys+ogen.nwb,2021-03-22 16:47:25+00:00,484675,51,312,right ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Orbital area, lateral part, layer 5"
sub-484675/sub-484675_ses-20210322T164725_behavior+ecephys+ogen.nwb,2021-03-22 16:47:25+00:00,484675,58,225,right ECT,19122511894 (neuropixels 2.0 - SS),True,False,"Supplemental somatosensory area, layer 5"
sub-484675/sub-484675_ses-20210323T164459_behavior+ecephys+ogen.nwb,2021-03-23 16:44:59+00:00,484675,48,164,right Midbrain,19011111142 (neuropixels 2.0 - MS),False,False,"Superior colliculus, motor related, intermediate white layer"
sub-484675/sub-484675_ses-20210323T164459_behavior+ecephys+ogen.nwb,2021-03-23 16:44:59+00:00,484675,154,467,right Striatum,19011111612 (neuropixels 2.0 - MS),False,False,Caudoputamen
sub-484675/sub-484675_ses-20210323T164459_behavior+ecephys+ogen.nwb,2021-03-23 16:44:59+00:00,484675,62,303,right ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Secondary motor area, layer 5"
sub-484675/sub-484675_ses-20210323T164459_behavior+ecephys+ogen.nwb,2021-03-23 16:44:59+00:00,484675,61,194,right ECT,19122511894 (neuropixels 2.0 - SS),True,False,"Supplemental somatosensory area, layer 5"
sub-484675/sub-484675_ses-20210324T182545_behavior+ecephys+ogen.nwb,2021-03-24 18:25:45+00:00,484675,23,186,left ALM,19011111614 (neuropixels 2.0 - SS),True,False,Claustrum
sub-484675/sub-484675_ses-20210324T182545_behavior+ecephys+ogen.nwb,2021-03-24 18:25:45+00:00,484675,121,415,left Thalamus,19011116163 (neuropixels 2.0 - MS),False,False,Parafascicular nucleus
sub-484675/sub-484675_ses-20210324T182545_behavior+ecephys+ogen.nwb,2021-03-24 18:25:45+00:00,484675,38,183,right ALM,19122511894 (neuropixels 2.0 - SS),True,False,"Secondary motor area, layer 5"
sub-484676/sub-484676_ses-20210413T112028_behavior+ecephys+image+ogen.nwb,2021-04-13 11:20:28+00:00,484676,127,445,left Midbrain,18005123392 (neuropixels 1.0 - 3B),True,True,Midbrain reticular nucleus
sub-484676/sub-484676_ses-20210413T112028_behavior+ecephys+image+ogen.nwb,2021-04-13 11:20:28+00:00,484676,105,494,right Medulla,18005123682 (neuropixels 1.0 - 3B),True,True,Lobule III
sub-484676/sub-484676_ses-20210413T112028_behavior+ecephys+image+ogen.nwb,2021-04-13 11:20:28+00:00,484676,204,479,left ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Orbital area, lateral part, layer 5"
sub-484676/sub-484676_ses-20210413T112028_behavior+ecephys+image+ogen.nwb,2021-04-13 11:20:28+00:00,484676,101,427,left Striatum,19011116163 (neuropixels 2.0 - MS),False,False,Ventral posterolateral nucleus of the thalamus
sub-484676/sub-484676_ses-20210414T121243_behavior+ecephys+ogen.nwb,2021-04-14 12:12:43+00:00,484676,65,349,left Midbrain,18005123392 (neuropixels 1.0 - 3B),True,True,"Superior colliculus, motor related, intermediate white layer"
sub-484676/sub-484676_ses-20210414T121243_behavior+ecephys+ogen.nwb,2021-04-14 12:12:43+00:00,484676,100,493,right Medulla,18005123682 (neuropixels 1.0 - 3B),True,True,Lobules IV-V
sub-484676/sub-484676_ses-20210414T121243_behavior+ecephys+ogen.nwb,2021-04-14 12:12:43+00:00,484676,227,495,left ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Orbital area, ventrolateral part, layer 5"
sub-484676/sub-484676_ses-20210414T121243_behavior+ecephys+ogen.nwb,2021-04-14 12:12:43+00:00,484676,81,329,left Striatum,19011116163 (neuropixels 2.0 - MS),False,False,Ventral posterolateral nucleus of the thalamus
sub-484676/sub-484676_ses-20210415T121842_behavior+ecephys+ogen.nwb,2021-04-15 12:18:42+00:00,484676,18,382,right Medulla,18005123392 (neuropixels 1.0 - 3B),True,True,"Spinal nucleus of the trigeminal, oral part"
sub-484676/sub-484676_ses-20210415T121842_behavior+ecephys+ogen.nwb,2021-04-15 12:18:42+00:00,484676,100,372,left Midbrain,18005123682 (neuropixels 1.0 - 3B),True,True,Midbrain reticular nucleus
sub-484676/sub-484676_ses-20210415T121842_behavior+ecephys+ogen.nwb,2021-04-15 12:18:42+00:00,484676,99,273,left ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Secondary motor area, layer 5"
sub-484676/sub-484676_ses-20210415T121842_behavior+ecephys+ogen.nwb,2021-04-15 12:18:42+00:00,484676,85,247,left Striatum,19122511894 (neuropixels 2.0 - SS),True,False,Caudoputamen
sub-484676/sub-484676_ses-20210416T140326_behavior+ecephys+ogen.nwb,2021-04-16 14:03:26+00:00,484676,51,482,right Medulla,18005123392 (neuropixels 1.0 - 3B),True,True,Simple lobule
sub-484676/sub-484676_ses-20210416T140326_behavior+ecephys+ogen.nwb,2021-04-16 14:03:26+00:00,484676,71,311,left Midbrain,18005123682 (neuropixels 1.0 - 3B),True,True,Midbrain reticular nucleus
sub-484676/sub-484676_ses-20210416T140326_behavior+ecephys+ogen.nwb,2021-04-16 14:03:26+00:00,484676,117,333,left ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Secondary motor area, layer 5"
sub-484676/sub-484676_ses-20210416T140326_behavior+ecephys+ogen.nwb,2021-04-16 14:03:26+00:00,484676,78,231,left Striatum,19122511894 (neuropixels 2.0 - SS),True,False,"Globus pallidus, external segment"
sub-484676/sub-484676_ses-20210419T130102_behavior+ecephys+ogen.nwb,2021-04-19 13:01:02+00:00,484676,67,285,right Midbrain,18005123682 (neuropixels 1.0 - 3B),True,True,Midbrain reticular nucleus
sub-484676/sub-484676_ses-20210419T130102_behavior+ecephys+ogen.nwb,2021-04-19 13:01:02+00:00,484676,111,455,left Medulla,18194809181 (neuropixels 1.0 - 3B),True,True,Lobule III
sub-484676/sub-484676_ses-20210419T130102_behavior+ecephys+ogen.nwb,2021-04-19 13:01:02+00:00,484676,70,682,left Medulla,18408406312 (neuropixels 1.0 - 3B),True,True,Medulla
sub-484676/sub-484676_ses-20210419T130102_behavior+ecephys+ogen.nwb,2021-04-19 13:01:02+00:00,484676,138,288,right ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Orbital area, ventrolateral part, layer 6a"
sub-484676/sub-484676_ses-20210419T130102_behavior+ecephys+ogen.nwb,2021-04-19 13:01:02+00:00,484676,144,385,right Striatum,19122511894 (neuropixels 2.0 - SS),True,False,Caudoputamen
sub-484676/sub-484676_ses-20210420T130906_behavior+ecephys+ogen.nwb,2021-04-20 13:09:06+00:00,484676,92,427,right Midbrain,18005123682 (neuropixels 1.0 - 3B),True,True,Midbrain reticular nucleus
sub-484676/sub-484676_ses-20210420T130906_behavior+ecephys+ogen.nwb,2021-04-20 13:09:06+00:00,484676,86,529,left Medulla,18194809181 (neuropixels 1.0 - 3B),True,True,Lobule II
sub-484676/sub-484676_ses-20210420T130906_behavior+ecephys+ogen.nwb,2021-04-20 13:09:06+00:00,484676,101,618,left Medulla,18408406312 (neuropixels 1.0 - 3B),True,True,Lobules IV-V
sub-484676/sub-484676_ses-20210420T130906_behavior+ecephys+ogen.nwb,2021-04-20 13:09:06+00:00,484676,55,185,right ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Secondary motor area, layer 5"
sub-484676/sub-484676_ses-20210420T130906_behavior+ecephys+ogen.nwb,2021-04-20 13:09:06+00:00,484676,103,319,right Striatum,19122511894 (neuropixels 2.0 - SS),True,False,Caudoputamen
sub-484676/sub-484676_ses-20210421T141806_behavior+ecephys+ogen.nwb,2021-04-21 14:18:06+00:00,484676,97,397,right Midbrain,18005123392 (neuropixels 1.0 - 3B),True,True,Midbrain
sub-484676/sub-484676_ses-20210421T141806_behavior+ecephys+ogen.nwb,2021-04-21 14:18:06+00:00,484676,56,503,left Medulla,18005123682 (neuropixels 1.0 - 3B),True,True,Facial motor nucleus
sub-484676/sub-484676_ses-20210421T141806_behavior+ecephys+ogen.nwb,2021-04-21 14:18:06+00:00,484676,81,270,right ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Secondary motor area, layer 5"
sub-484676/sub-484676_ses-20210421T141806_behavior+ecephys+ogen.nwb,2021-04-21 14:18:06+00:00,484676,105,315,right Striatum,19122511894 (neuropixels 2.0 - SS),True,False,Caudoputamen
sub-484677/sub-484677_ses-20210413T150250_behavior+ecephys+ogen.nwb,2021-04-13 15:02:50+00:00,484677,101,440,left Midbrain,18005123392 (neuropixels 1.0 - 3B),True,True,Midbrain reticular nucleus
sub-484677/sub-484677_ses-20210413T150250_behavior+ecephys+ogen.nwb,2021-04-13 15:02:50+00:00,484677,88,635,right Medulla,18194809181 (neuropixels 1.0 - 3B),True,True,Intermediate reticular nucleus
sub-484677/sub-484677_ses-20210413T150250_behavior+ecephys+ogen.nwb,2021-04-13 15:02:50+00:00,484677,110,949,right Medulla,18408406312 (neuropixels 1.0 - 3B),True,True,Simple lobule
sub-484677/sub-484677_ses-20210413T150250_behavior+ecephys+ogen.nwb,2021-04-13 15:02:50+00:00,484677,74,233,left ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Orbital area, lateral part, layer 2/3"
sub-484677/sub-484677_ses-20210413T150250_behavior+ecephys+ogen.nwb,2021-04-13 15:02:50+00:00,484677,72,221,left Striatum,19011116163 (neuropixels 2.0 - MS),False,False,"Central amygdalar nucleus, medial part"
sub-484677/sub-484677_ses-20210414T153241_behavior+ecephys+ogen.nwb,2021-04-14 15:32:41+00:00,484677,86,378,left Midbrain,18005123682 (neuropixels 1.0 - 3B),True,True,"Superior colliculus, motor related, intermediate white layer"
sub-484677/sub-484677_ses-20210414T153241_behavior+ecephys+ogen.nwb,2021-04-14 15:32:41+00:00,484677,104,446,right Medulla,18194809181 (neuropixels 1.0 - 3B),True,True,Lobules IV-V
sub-484677/sub-484677_ses-20210414T153241_behavior+ecephys+ogen.nwb,2021-04-14 15:32:41+00:00,484677,59,402,right Medulla,18408406312 (neuropixels 1.0 - 3B),True,True,Simple lobule
sub-484677/sub-484677_ses-20210414T153241_behavior+ecephys+ogen.nwb,2021-04-14 15:32:41+00:00,484677,93,322,left ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Secondary motor area, layer 5"
sub-484677/sub-484677_ses-20210414T153241_behavior+ecephys+ogen.nwb,2021-04-14 15:32:41+00:00,484677,48,238,left Striatum,19011116163 (neuropixels 2.0 - MS),False,False,"Globus pallidus, external segment"
sub-484677/sub-484677_ses-20210415T161621_behavior+ecephys+ogen.nwb,2021-04-15 16:16:21+00:00,484677,94,610,right Medulla,18005123392 (neuropixels 1.0 - 3B),True,True,Lobules IV-V
sub-484677/sub-484677_ses-20210415T161621_behavior+ecephys+ogen.nwb,2021-04-15 16:16:21+00:00,484677,78,376,left Midbrain,18005123682 (neuropixels 1.0 - 3B),True,True,Midbrain reticular nucleus
sub-484677/sub-484677_ses-20210415T161621_behavior+ecephys+ogen.nwb,2021-04-15 16:16:21+00:00,484677,60,199,left ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Orbital area, ventrolateral part, layer 6a"
sub-484677/sub-484677_ses-20210415T161621_behavior+ecephys+ogen.nwb,2021-04-15 16:16:21+00:00,484677,76,256,left Striatum,19122511894 (neuropixels 2.0 - SS),True,False,Caudoputamen
sub-484677/sub-484677_ses-20210418T132006_behavior+ecephys+ogen.nwb,2021-04-18 13:20:06+00:00,484677,83,399,right Midbrain,18005123682 (neuropixels 1.0 - 3B),True,True,Postsubiculum
sub-484677/sub-484677_ses-20210418T132006_behavior+ecephys+ogen.nwb,2021-04-18 13:20:06+00:00,484677,144,517,left Medulla,18194809181 (neuropixels 1.0 - 3B),True,True,Lobule III
sub-484677/sub-484677_ses-20210418T132006_behavior+ecephys+ogen.nwb,2021-04-18 13:20:06+00:00,484677,169,665,left Medulla,18408406312 (neuropixels 1.0 - 3B),True,True,Simple lobule
sub-484677/sub-484677_ses-20210418T132006_behavior+ecephys+ogen.nwb,2021-04-18 13:20:06+00:00,484677,258,559,right ALM,19011111614 (neuropixels 2.0 - SS),True,False,Olfactory areas
sub-484677/sub-484677_ses-20210418T132006_behavior+ecephys+ogen.nwb,2021-04-18 13:20:06+00:00,484677,133,366,right Striatum,19122511894 (neuropixels 2.0 - SS),True,False,Caudoputamen
sub-484677/sub-484677_ses-20210419T161140_behavior+ecephys+ogen.nwb,2021-04-19 16:11:40+00:00,484677,79,406,right Midbrain,18005123682 (neuropixels 1.0 - 3B),True,True,Midbrain reticular nucleus
sub-484677/sub-484677_ses-20210419T161140_behavior+ecephys+ogen.nwb,2021-04-19 16:11:40+00:00,484677,64,317,left Medulla,18194809181 (neuropixels 1.0 - 3B),True,True,Lobule III
sub-484677/sub-484677_ses-20210419T161140_behavior+ecephys+ogen.nwb,2021-04-19 16:11:40+00:00,484677,139,527,left Medulla,18408406312 (neuropixels 1.0 - 3B),True,True,Lobules IV-V
sub-484677/sub-484677_ses-20210419T161140_behavior+ecephys+ogen.nwb,2021-04-19 16:11:40+00:00,484677,131,423,right ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Orbital area, ventrolateral part, layer 5"
sub-484677/sub-484677_ses-20210419T161140_behavior+ecephys+ogen.nwb,2021-04-19 16:11:40+00:00,484677,59,264,right Striatum,19122511894 (neuropixels 2.0 - SS),True,False,Caudoputamen
sub-484677/sub-484677_ses-20210420T170516_behavior+ecephys+ogen.nwb,2021-04-20 17:05:16+00:00,484677,98,516,right Midbrain,18005123682 (neuropixels 1.0 - 3B),True,True,"Superior colliculus, motor related, intermediate gray layer"
sub-484677/sub-484677_ses-20210420T170516_behavior+ecephys+ogen.nwb,2021-04-20 17:05:16+00:00,484677,77,267,left Medulla,18194809181 (neuropixels 1.0 - 3B),True,True,Lobule III
sub-484677/sub-484677_ses-20210420T170516_behavior+ecephys+ogen.nwb,2021-04-20 17:05:16+00:00,484677,113,555,left Medulla,18408406312 (neuropixels 1.0 - 3B),True,True,Simple lobule
sub-484677/sub-484677_ses-20210420T170516_behavior+ecephys+ogen.nwb,2021-04-20 17:05:16+00:00,484677,38,187,right ALM,19011111614 (neuropixels 2.0 - SS),True,False,"Secondary motor area, layer 6a"
sub-484677/sub-484677_ses-20210420T170516_behavior+ecephys+ogen.nwb,2021-04-20 17:05:16+00:00,484677,42,228,right Striatum,19122511894 (neuropixels 2.0 - SS),True,False,Caudoputamen
sub-460434/sub-460434_ses-20191115T135939_behavior+ecephys+image+ogen.nwb,2019-11-15 13:59:39+00:00,460434,94,233,left Medulla,19011111142 (neuropixels 2.0 - MS),False,False,Magnocellular reticular nucleus
sub-460434/sub-460434_ses-20191115T135939_behavior+ecephys+image+ogen.nwb,2019-11-15 13:59:39+00:00,460434,26,264,right Midbrain,19011111614 (neuropixels 2.0 - SS),True,False,Pontine reticular nucleus
sub-460434/sub-460434_ses-20191115T135939_behavior+ecephys+image+ogen.nwb,2019-11-15 13:59:39+00:00,460434,21,155,right ALM,19011116211 (neuropixels 2.0 - MS),False,False,"Secondary motor area, layer 6a"
sub-479149/sub-479149_ses-20201211T110651_behavior+ecephys.nwb,2020-12-11 11:06:51+00:00,479149,46,199,left ALM,18005107812 (neuropixels 1.0 - 3B),True,True,Nucleus accumbens
sub-479149/sub-479149_ses-20201211T110651_behavior+ecephys.nwb,2020-12-11 11:06:51+00:00,479149,26,178,right ALM,18005107871 (neuropixels 1.0 - 3B),True,True,Caudoputamen
sub-479149/sub-479149_ses-20201211T110651_behavior+ecephys.nwb,2020-12-11 11:06:51+00:00,479149,77,493,right Striatum,18194809181 (neuropixels 1.0 - 3B),True,True,Caudoputamen
sub-479149/sub-479149_ses-20201211T110651_behavior+ecephys.nwb,2020-12-11 11:06:51+00:00,479149,41,252,left Striatum,18408406182 (neuropixels 1.0 - 3B),True,True,Caudoputamen
sub-479149/sub-479149_ses-20201211T110651_behavior+ecephys.nwb,2020-12-11 11:06:51+00:00,479149,43,320,right Striatum,18408406312 (neuropixels 1.0 - 3B),True,True,Caudoputamen
sub-480135/sub-480135_ses-20210225T155426_behavior+ecephys+ogen.nwb,2021-02-25 15:54:26+00:00,480135,149,574,right ALM,18005107812 (neuropixels 1.0 - 3B),True,True,"Orbital area, lateral part, layer 6a"
sub-480135/sub-480135_ses-20210225T155426_behavior+ecephys+ogen.nwb,2021-02-25 15:54:26+00:00,480135,199,896,left ALM,18194822541 (neuropixels 1.0 - 3B),True,True,"Orbital area, lateral part, layer 5"
sub-480135/sub-480135_ses-20210225T155426_behavior+ecephys+ogen.nwb,2021-02-25 15:54:26+00:00,480135,132,383,right Thalamus,19011111142 (neuropixels 2.0 - MS),False,False,Ventral anterior-lateral complex of the thalamus
sub-480135/sub-480135_ses-20210225T155426_behavior+ecephys+ogen.nwb,2021-02-25 15:54:26+00:00,480135,150,405,left Thalamus,19011111612 (neuropixels 2.0 - MS),False,False,Submedial nucleus of the thalamus
