nwb_path,session_start_time,subject_id,num_good_units,num_units,device,is_single_shank,is_v1_probe,most_common_area,brain_region
sub-SWC-054/sub-SWC-054_ses-6bb5da8f-6858-4fdd-96d9-c34b3b841593_behavior+ecephys+image.nwb,2020-10-11 20:00:42.054571+01:00,SWC_054,15,139,probe00,True,True,mcp,
sub-SWC-054/sub-SWC-054_ses-91796ceb-e314-4859-9a1f-092f85cc846a_behavior+ecephys+image.nwb,2020-10-06 18:28:26.308562+01:00,SWC_054,51,703,probe01,True,True,COPY,
sub-SWC-054/sub-SWC-054_ses-eebacd5a-7dcd-4ba6-9dff-ec2a4d2f19e0_behavior+ecephys+image.nwb,2020-10-09 18:10:43.904513+01:00,SWC_054,47,320,probe00,True,True,GRN,
sub-SWC-054/sub-SWC-054_ses-eebacd5a-7dcd-4ba6-9dff-ec2a4d2f19e0_behavior+ecephys+image.nwb,2020-10-09 18:10:43.904513+01:00,SWC_054,25,327,probe01,True,True,SSp-bfd6a,
sub-SWC-054/sub-SWC-054_ses-671c7ea7-6726-4fbe-adeb-f89c2c8e489b_behavior+ecephys+image.nwb,2020-10-10 18:40:20.013723+01:00,SWC_054,35,426,probe00,True,True,GRN,
sub-SWC-054/sub-SWC-054_ses-671c7ea7-6726-4fbe-adeb-f89c2c8e489b_behavior+ecephys+image.nwb,2020-10-10 18:40:20.013723+01:00,SWC_054,21,242,probe01,True,True,RT,
sub-SWC-054/sub-SWC-054_ses-6c6983ef-7383-4989-9183-32b1a300d17a_behavior+ecephys+image.nwb,2020-10-07 18:20:13.449770+01:00,SWC_054,10,194,probe00,True,True,ENTl5,
sub-SWC-054/sub-SWC-054_ses-6c6983ef-7383-4989-9183-32b1a300d17a_behavior+ecephys+image.nwb,2020-10-07 18:20:13.449770+01:00,SWC_054,30,557,probe01,True,True,NOD,
sub-SWC-054/sub-SWC-054_ses-56b57c38-2699-4091-90a8-aba35103155e_behavior+ecephys+image.nwb,2020-10-05 19:15:05.974514+01:00,SWC_054,36,443,probe00,True,True,GRN,
sub-SWC-054/sub-SWC-054_ses-56b57c38-2699-4091-90a8-aba35103155e_behavior+ecephys+image.nwb,2020-10-05 19:15:05.974514+01:00,SWC_054,142,870,probe01,True,True,PO,
sub-NYU-46/sub-NYU-46_ses-64e3fb86-928c-4079-865c-b364205b502e_behavior+ecephys+image.nwb,2021-06-25 12:27:36.344556-04:00,NYU-46,39,181,probe01,True,True,AIp5,
sub-NYU-46/sub-NYU-46_ses-6434f2f5-6bce-42b8-8563-d93d493613a2_behavior+ecephys+image.nwb,2021-06-24 11:30:56.625079-04:00,NYU-46,72,445,probe00,True,True,PIR,
sub-NYU-46/sub-NYU-46_ses-d32876dd-8303-4720-8e7e-20678dc2fd71_behavior+ecephys+image.nwb,2021-06-22 10:57:41.436656-04:00,NYU-46,12,408,probe00,True,True,PIR,
sub-NYU-46/sub-NYU-46_ses-72982282-e493-45ee-87ce-aa45cb3a3ec1_behavior+ecephys+image.nwb,2021-06-23 11:00:37.574295-04:00,NYU-46,18,399,probe00,True,True,CP,
sub-NYU-46/sub-NYU-46_ses-72982282-e493-45ee-87ce-aa45cb3a3ec1_behavior+ecephys+image.nwb,2021-06-23 11:00:37.574295-04:00,NYU-46,9,250,probe01,True,True,PFL,
sub-ZM-1898/sub-ZM-1898_ses-53738f95-bd08-4d9d-9133-483fdb19e8da_behavior+ecephys+image.nwb,2019-12-11 11:02:46+00:00,ZM_1898,52,513,probe00,True,True,BMAp,
sub-ZM-1898/sub-ZM-1898_ses-21e16736-fd59-44c7-b938-9b1333d25da8_behavior+ecephys+image.nwb,2019-12-10 12:15:15+00:00,ZM_1898,75,620,probe00,True,True,BMAa,
sub-ZFM-01592/sub-ZFM-01592_ses-56bc129c-6265-407a-a208-cc16d20a6c01_behavior+ecephys+image.nwb,2020-10-23 15:11:03+01:00,ZFM-01592,56,424,probe00,True,True,CUL4 5,
sub-ZFM-01592/sub-ZFM-01592_ses-5b609f9b-75cb-43d3-9c39-b5b4b7a0db67_behavior+ecephys+image.nwb,2020-10-21 14:49:08+01:00,ZFM-01592,14,528,probe00,True,True,SIM,
sub-ZFM-01592/sub-ZFM-01592_ses-5b609f9b-75cb-43d3-9c39-b5b4b7a0db67_behavior+ecephys+image.nwb,2020-10-21 14:49:08+01:00,ZFM-01592,39,303,probe01,True,True,CA1,
sub-ZFM-01592/sub-ZFM-01592_ses-746d1902-fa59-4cab-b0aa-013be36060d5_behavior+ecephys+image.nwb,2020-10-20 13:44:19+01:00,ZFM-01592,167,847,probe00,True,True,PO,
sub-ZFM-01592/sub-ZFM-01592_ses-746d1902-fa59-4cab-b0aa-013be36060d5_behavior+ecephys+image.nwb,2020-10-20 13:44:19+01:00,ZFM-01592,40,490,probe01,True,True,GRN,
sub-NYU-40/sub-NYU-40_ses-f359281f-6941-4bfd-90d4-940be22ed3c3_behavior+ecephys+image.nwb,2021-04-16 10:57:39.049105-04:00,NYU-40,13,196,probe01,True,True,PRM,
sub-NYU-40/sub-NYU-40_ses-8ca740c5-e7fe-430a-aa10-e74e9c3cbbe8_behavior+ecephys+image.nwb,2021-04-14 10:20:37.778983-04:00,NYU-40,29,374,probe00,True,True,ENTm5,
sub-NYU-40/sub-NYU-40_ses-71855308-7e54-41d7-a7a4-b042e78e3b4f_behavior+ecephys+image.nwb,2021-04-15 10:42:00.876668-04:00,NYU-40,72,692,probe00,True,True,ANcr1,
sub-NYU-40/sub-NYU-40_ses-71855308-7e54-41d7-a7a4-b042e78e3b4f_behavior+ecephys+image.nwb,2021-04-15 10:42:00.876668-04:00,NYU-40,32,312,probe01,True,True,SIM,
sub-NYU-40/sub-NYU-40_ses-5157810e-0fff-4bcf-b19d-32d4e39c7dfc_behavior+ecephys+image.nwb,2021-04-13 11:28:53.043796-04:00,NYU-40,48,483,probe00,True,True,CUN,
sub-NYU-40/sub-NYU-40_ses-5157810e-0fff-4bcf-b19d-32d4e39c7dfc_behavior+ecephys+image.nwb,2021-04-13 11:28:53.043796-04:00,NYU-40,25,329,probe01,True,True,SPVO,
sub-PL015/sub-PL015_ses-1d4a7bd6-296a-48b9-b20e-bd0ac80750a5_behavior+ecephys+image.nwb,2022-07-21 16:08:53.428769+01:00,PL015,4,288,probe00,True,True,MD,
sub-PL015/sub-PL015_ses-90e524a2-aa63-47ce-b5b8-1b1941a1223a_behavior+ecephys+image.nwb,2022-02-23 18:08:23.719989+00:00,PL015,35,485,probe00,True,True,PRNr,
sub-PL015/sub-PL015_ses-09156021-9a1d-4e1d-ae59-48cbde3c5d42_behavior+ecephys+image.nwb,2022-02-22 17:52:14.226827+00:00,PL015,59,577,probe00,True,True,VISal5,
sub-PL015/sub-PL015_ses-9a6e127b-bb07-4be2-92e2-53dd858c2762_behavior+ecephys+image.nwb,2022-02-21 16:49:18.494416+00:00,PL015,76,703,probe00,True,True,CA1,
sub-PL015/sub-PL015_ses-64977c74-9c04-437a-9ea1-50386c4996db_behavior+ecephys+image.nwb,2022-02-20 16:09:07.326998+00:00,PL015,45,545,probe00,True,True,CA1,
sub-CSHL052/sub-CSHL052_ses-5386aba9-9b97-4557-abcd-abc2da66b863_behavior+ecephys+image.nwb,2020-02-19 15:33:58-05:00,CSHL052,31,276,probe00,True,True,VAL,
sub-CSHL052/sub-CSHL052_ses-4b00df29-3769-43be-bb40-128b1cba6d35_behavior+ecephys+image.nwb,2020-02-21 13:24:45-05:00,CSHL052,38,290,probe00,True,True,LP,
sub-CSHL052/sub-CSHL052_ses-4b00df29-3769-43be-bb40-128b1cba6d35_behavior+ecephys+image.nwb,2020-02-21 13:24:45-05:00,CSHL052,27,292,probe01,True,True,MGm,
sub-CSHL052/sub-CSHL052_ses-83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4_behavior+ecephys+image.nwb,2020-02-20 13:15:02-05:00,CSHL052,41,297,probe00,True,True,LGd-ip,
sub-CSHL052/sub-CSHL052_ses-83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4_behavior+ecephys+image.nwb,2020-02-20 13:15:02-05:00,CSHL052,21,270,probe01,True,True,CA1,
sub-CSHL052/sub-CSHL052_ses-3663d82b-f197-4e8b-b299-7b803a155b84_behavior+ecephys+image.nwb,2020-02-17 17:20:40-05:00,CSHL052,39,419,probe00,True,True,SSp-un5,
sub-CSHL052/sub-CSHL052_ses-3663d82b-f197-4e8b-b299-7b803a155b84_behavior+ecephys+image.nwb,2020-02-17 17:20:40-05:00,CSHL052,39,1536,probe01,True,True,VPM,
sub-ZM-2241/sub-ZM-2241_ses-e49d8ee7-24b9-416a-9d04-9be33b655f40_behavior+ecephys+image.nwb,2020-01-29 14:49:34+00:00,ZM_2241,55,535,probe00,True,True,CP,
sub-ZM-2241/sub-ZM-2241_ses-f8d5c8b0-b931-4151-b86c-c471e2e80e5d_behavior+ecephys+image.nwb,2020-01-31 14:36:39+00:00,ZM_2241,162,665,probe00,True,True,MD,
sub-ZM-2241/sub-ZM-2241_ses-f8d5c8b0-b931-4151-b86c-c471e2e80e5d_behavior+ecephys+image.nwb,2020-01-31 14:36:39+00:00,ZM_2241,92,422,probe01,True,True,APN,
sub-ZM-2241/sub-ZM-2241_ses-465c44bd-2e67-4112-977b-36e1ac7e3f8c_behavior+ecephys+image.nwb,2020-01-28 12:54:56+00:00,ZM_2241,90,564,probe00,True,True,AV,
sub-ZM-2241/sub-ZM-2241_ses-465c44bd-2e67-4112-977b-36e1ac7e3f8c_behavior+ecephys+image.nwb,2020-01-28 12:54:56+00:00,ZM_2241,105,800,probe01,True,True,CP,
sub-ZM-2241/sub-ZM-2241_ses-ee40aece-cffd-4edb-a4b6-155f158c666a_behavior+ecephys+image.nwb,2020-01-30 15:43:49+00:00,ZM_2241,144,765,probe00,True,True,Eth,
sub-ZM-2241/sub-ZM-2241_ses-ee40aece-cffd-4edb-a4b6-155f158c666a_behavior+ecephys+image.nwb,2020-01-30 15:43:49+00:00,ZM_2241,119,602,probe01,True,True,MD,
sub-ZM-2241/sub-ZM-2241_ses-ff4187b5-4176-4e39-8894-53a24b7cf36b_behavior+ecephys+image.nwb,2020-01-27 16:52:30+00:00,ZM_2241,143,787,probe00,True,True,MOs5,
sub-ZM-2241/sub-ZM-2241_ses-ff4187b5-4176-4e39-8894-53a24b7cf36b_behavior+ecephys+image.nwb,2020-01-27 16:52:30+00:00,ZM_2241,151,853,probe01,True,True,CP,
sub-KS043/sub-KS043_ses-e5c75b62-6871-4135-b3d0-f6464c2d90c0_behavior+ecephys+image.nwb,2020-12-07 17:03:38.861000+00:00,KS043,24,191,probe00,True,True,ENTl3,
sub-KS043/sub-KS043_ses-e5c75b62-6871-4135-b3d0-f6464c2d90c0_behavior+ecephys+image.nwb,2020-12-07 17:03:38.861000+00:00,KS043,25,392,probe01,True,True,ICd,
sub-KS043/sub-KS043_ses-9468fa93-21ae-4984-955c-e8402e280c83_behavior+ecephys+image.nwb,2020-12-06 19:05:47.902000+00:00,KS043,38,411,probe00,True,True,VII,
sub-KS043/sub-KS043_ses-9468fa93-21ae-4984-955c-e8402e280c83_behavior+ecephys+image.nwb,2020-12-06 19:05:47.902000+00:00,KS043,61,367,probe01,True,True,PVT,
sub-SWC-061/sub-SWC-061_ses-d7e60cc3-6020-429e-a654-636c6cc677ea_behavior+ecephys+image.nwb,2020-11-30 19:34:05.062484+00:00,SWC_061,41,292,probe00,True,True,PO,
sub-SWC-061/sub-SWC-061_ses-d7e60cc3-6020-429e-a654-636c6cc677ea_behavior+ecephys+image.nwb,2020-11-30 19:34:05.062484+00:00,SWC_061,34,325,probe01,True,True,LSr,
sub-SWC-061/sub-SWC-061_ses-360eac0c-7d2d-4cc1-9dcf-79fc7afc56e7_behavior+ecephys+image.nwb,2020-11-26 21:17:19.337338+00:00,SWC_061,74,416,probe00,True,True,CP,
sub-SWC-061/sub-SWC-061_ses-360eac0c-7d2d-4cc1-9dcf-79fc7afc56e7_behavior+ecephys+image.nwb,2020-11-26 21:17:19.337338+00:00,SWC_061,51,366,probe01,True,True,AON,
sub-SWC-061/sub-SWC-061_ses-493170a6-fd94-4ee4-884f-cc018c17eeb9_behavior+ecephys+image.nwb,2020-11-23 21:44:49.072666+00:00,SWC_061,73,345,probe00,True,True,CP,
sub-SWC-061/sub-SWC-061_ses-493170a6-fd94-4ee4-884f-cc018c17eeb9_behavior+ecephys+image.nwb,2020-11-23 21:44:49.072666+00:00,SWC_061,56,378,probe01,True,True,PIR,
sub-ZFM-02370/sub-ZFM-02370_ses-6f6d2c8e-28be-49f4-ae4d-06be2d3148c1_behavior+ecephys+image.nwb,2021-04-28 11:32:40+01:00,ZFM-02370,248,896,probe00,True,True,STR,
sub-ZFM-02370/sub-ZFM-02370_ses-d0c91c3c-8cbb-4929-8657-31f18bffc294_behavior+ecephys+image.nwb,2021-04-27 16:24:46+01:00,ZFM-02370,44,306,probe00,True,True,PIR,
sub-DY-016/sub-DY-016_ses-251ece37-7798-477c-8a06-2845d4aa270c_behavior+ecephys+image.nwb,2020-09-15 10:59:41.388445-07:00,DY_016,35,420,probe00,True,True,CENT2,
sub-DY-016/sub-DY-016_ses-251ece37-7798-477c-8a06-2845d4aa270c_behavior+ecephys+image.nwb,2020-09-15 10:59:41.388445-07:00,DY_016,52,828,probe01,True,True,PRM,
sub-DY-016/sub-DY-016_ses-aa20388b-9ea3-4506-92f1-3c2be84b85db_behavior+ecephys+image.nwb,2020-09-14 10:37:48.446682-07:00,DY_016,41,388,probe00,True,True,PAG,
sub-DY-016/sub-DY-016_ses-aa20388b-9ea3-4506-92f1-3c2be84b85db_behavior+ecephys+image.nwb,2020-09-14 10:37:48.446682-07:00,DY_016,112,746,probe01,True,True,CP,
sub-DY-016/sub-DY-016_ses-c3d9b6fb-7fa9-4413-a364-92a54df0fc5d_behavior+ecephys+image.nwb,2020-09-13 11:25:28.600321-07:00,DY_016,47,619,probe00,True,True,PSV,
sub-DY-016/sub-DY-016_ses-c3d9b6fb-7fa9-4413-a364-92a54df0fc5d_behavior+ecephys+image.nwb,2020-09-13 11:25:28.600321-07:00,DY_016,39,875,probe01,True,True,SPVO,
sub-DY-016/sub-DY-016_ses-d23a44ef-1402-4ed7-97f5-47e9a7a504d9_behavior+ecephys+image.nwb,2020-09-12 12:34:17.200191-07:00,DY_016,83,514,probe00,True,True,PO,
sub-DY-016/sub-DY-016_ses-d23a44ef-1402-4ed7-97f5-47e9a7a504d9_behavior+ecephys+image.nwb,2020-09-12 12:34:17.200191-07:00,DY_016,47,655,probe01,True,True,DCO,
sub-DY-016/sub-DY-016_ses-5339812f-8b91-40ba-9d8f-a559563cc46b_behavior+ecephys+image.nwb,2020-09-11 11:12:17.338937-07:00,DY_016,100,470,probe00,True,True,VPM,
sub-DY-016/sub-DY-016_ses-5339812f-8b91-40ba-9d8f-a559563cc46b_behavior+ecephys+image.nwb,2020-09-11 11:12:17.338937-07:00,DY_016,44,841,probe01,True,True,arb,
sub-ZFM-01937/sub-ZFM-01937_ses-113c5b6c-940e-4b21-b462-789b4c2be0e5_behavior+ecephys+image.nwb,2021-04-08 11:47:05+01:00,ZFM-01937,102,555,probe00,True,True,MOp5,
sub-ZFM-01937/sub-ZFM-01937_ses-0b7ee1b6-42db-46cd-a465-08f531366187_behavior+ecephys+image.nwb,2021-04-09 11:53:10.979739+01:00,ZFM-01937,56,335,probe00,True,True,SI,
sub-DY-020/sub-DY-020_ses-2e22c1fc-eec6-4856-85a0-7dba8668f646_behavior+ecephys+image.nwb,2020-10-06 11:01:15.882613-07:00,DY_020,23,289,probe00,True,True,MV,
sub-DY-020/sub-DY-020_ses-2e22c1fc-eec6-4856-85a0-7dba8668f646_behavior+ecephys+image.nwb,2020-10-06 11:01:15.882613-07:00,DY_020,111,630,probe01,True,True,MEA,
sub-DY-020/sub-DY-020_ses-948fd27b-507b-41b3-bdf8-f9f5f0af8e0b_behavior+ecephys+image.nwb,2020-10-05 10:46:02.430001-07:00,DY_020,40,424,probe00,True,True,MRN,
sub-DY-020/sub-DY-020_ses-948fd27b-507b-41b3-bdf8-f9f5f0af8e0b_behavior+ecephys+image.nwb,2020-10-05 10:46:02.430001-07:00,DY_020,59,417,probe01,True,True,PAL,
sub-DY-020/sub-DY-020_ses-e012d3e3-fdbc-4661-9ffa-5fa284e4e706_behavior+ecephys+image.nwb,2020-10-04 10:43:05.402530-07:00,DY_020,44,421,probe00,True,True,PPN,
sub-DY-020/sub-DY-020_ses-e012d3e3-fdbc-4661-9ffa-5fa284e4e706_behavior+ecephys+image.nwb,2020-10-04 10:43:05.402530-07:00,DY_020,33,434,probe01,True,True,PRNc,
sub-DY-020/sub-DY-020_ses-26aa51ff-968c-42e4-85c8-8ff47d19254d_behavior+ecephys+image.nwb,2020-10-03 11:00:29.202874-07:00,DY_020,35,450,probe00,True,True,PAG,
sub-DY-020/sub-DY-020_ses-26aa51ff-968c-42e4-85c8-8ff47d19254d_behavior+ecephys+image.nwb,2020-10-03 11:00:29.202874-07:00,DY_020,50,724,probe01,True,True,P,
sub-DY-020/sub-DY-020_ses-9fe512b8-92a8-4642-83b6-01158ab66c3c_behavior+ecephys+image.nwb,2020-10-02 10:43:33.527160-07:00,DY_020,42,378,probe00,True,True,POL,
sub-DY-020/sub-DY-020_ses-9fe512b8-92a8-4642-83b6-01158ab66c3c_behavior+ecephys+image.nwb,2020-10-02 10:43:33.527160-07:00,DY_020,30,618,probe01,True,True,PRNr,
sub-DY-020/sub-DY-020_ses-9eec761e-9762-4897-b308-a3a08c311e69_behavior+ecephys+image.nwb,2020-10-01 11:45:04.206189-07:00,DY_020,23,189,probe00,True,True,APN,
sub-DY-020/sub-DY-020_ses-9eec761e-9762-4897-b308-a3a08c311e69_behavior+ecephys+image.nwb,2020-10-01 11:45:04.206189-07:00,DY_020,48,548,probe01,True,True,PRNr,
sub-DY-020/sub-DY-020_ses-f7335a49-4a98-46d2-a8ce-d041d2eac1d6_behavior+ecephys+image.nwb,2020-09-30 10:38:11.795687-07:00,DY_020,34,173,probe00,True,True,CA3,
sub-DY-020/sub-DY-020_ses-f7335a49-4a98-46d2-a8ce-d041d2eac1d6_behavior+ecephys+image.nwb,2020-09-30 10:38:11.795687-07:00,DY_020,131,571,probe01,True,True,PO,
sub-DY-020/sub-DY-020_ses-4a45c8ba-db6f-4f11-9403-56e06a33dfa4_behavior+ecephys+image.nwb,2020-09-29 11:34:40.078512-07:00,DY_020,122,682,probe00,True,True,VPM,
sub-DY-020/sub-DY-020_ses-4a45c8ba-db6f-4f11-9403-56e06a33dfa4_behavior+ecephys+image.nwb,2020-09-29 11:34:40.078512-07:00,DY_020,66,527,probe01,True,True,MRN,
sub-CSH-ZAD-025/sub-CSH-ZAD-025_ses-ff48aa1d-ef30-4903-ac34-8c41b738c1b9_behavior+ecephys+image.nwb,2020-08-03 13:31:08-04:00,CSH_ZAD_025,199,1139,probe01,True,True,TEa6a,
sub-CSH-ZAD-025/sub-CSH-ZAD-025_ses-c557324b-b95d-414c-888f-6ee1329a2329_behavior+ecephys+image.nwb,2020-08-12 13:20:22.874103-04:00,CSH_ZAD_025,89,673,probe00,True,True,RSPagl5,
sub-CSH-ZAD-025/sub-CSH-ZAD-025_ses-c557324b-b95d-414c-888f-6ee1329a2329_behavior+ecephys+image.nwb,2020-08-12 13:20:22.874103-04:00,CSH_ZAD_025,100,785,probe01,True,True,VPM,
sub-CSH-ZAD-025/sub-CSH-ZAD-025_ses-280ee768-f7b8-4c6c-9ea0-48ca75d6b6f3_behavior+ecephys+image.nwb,2020-08-04 08:06:38-04:00,CSH_ZAD_025,23,342,probe00,True,True,SSp-bfd6a,
sub-CSH-ZAD-025/sub-CSH-ZAD-025_ses-280ee768-f7b8-4c6c-9ea0-48ca75d6b6f3_behavior+ecephys+image.nwb,2020-08-04 08:06:38-04:00,CSH_ZAD_025,65,574,probe01,True,True,CA3,
sub-CSH-ZAD-025/sub-CSH-ZAD-025_ses-6274dda8-3a59-4aa1-95f8-a8a549c46a26_behavior+ecephys+image.nwb,2020-07-30 07:59:56-04:00,CSH_ZAD_025,114,875,probe00,True,True,PAG,
sub-CSH-ZAD-025/sub-CSH-ZAD-025_ses-6274dda8-3a59-4aa1-95f8-a8a549c46a26_behavior+ecephys+image.nwb,2020-07-30 07:59:56-04:00,CSH_ZAD_025,113,1105,probe01,True,True,PRE,
sub-CSH-ZAD-025/sub-CSH-ZAD-025_ses-549caacc-3bd7-40f1-913d-e94141816547_behavior+ecephys+image.nwb,2020-07-27 07:57:45-04:00,CSH_ZAD_025,26,607,probe00,True,True,MRN,
sub-CSH-ZAD-025/sub-CSH-ZAD-025_ses-549caacc-3bd7-40f1-913d-e94141816547_behavior+ecephys+image.nwb,2020-07-27 07:57:45-04:00,CSH_ZAD_025,29,738,probe01,True,True,PARN,
sub-CSH-ZAD-025/sub-CSH-ZAD-025_ses-20c112a1-8a42-44e0-a4cd-e5b932f7bda9_behavior+ecephys+image.nwb,2020-07-26 08:42:16-04:00,CSH_ZAD_025,96,956,probe00,True,True,SIM,
sub-CSH-ZAD-025/sub-CSH-ZAD-025_ses-20c112a1-8a42-44e0-a4cd-e5b932f7bda9_behavior+ecephys+image.nwb,2020-07-26 08:42:16-04:00,CSH_ZAD_025,47,688,probe01,True,True,PARN,
sub-CSHL059/sub-CSHL059_ses-d16a9a8d-5f42-4b49-ba58-1746f807fcc1_behavior+ecephys+image.nwb,2020-03-07 16:56:51-05:00,CSHL059,8,173,probe01,True,True,BMAp,
sub-CSHL059/sub-CSHL059_ses-37e96d0b-5b4b-4c6e-9b29-7edbdc94bbd0_behavior+ecephys+image.nwb,2020-03-08 18:38:55-04:00,CSHL059,51,406,probe00,True,True,CP,
sub-CSHL059/sub-CSHL059_ses-37e96d0b-5b4b-4c6e-9b29-7edbdc94bbd0_behavior+ecephys+image.nwb,2020-03-08 18:38:55-04:00,CSHL059,45,457,probe01,True,True,DG-sg,
sub-CSHL059/sub-CSHL059_ses-dda5fc59-f09a-4256-9fb5-66c67667a466_behavior+ecephys+image.nwb,2020-03-06 15:52:04-05:00,CSHL059,78,563,probe00,True,True,LP,
sub-CSHL059/sub-CSHL059_ses-dda5fc59-f09a-4256-9fb5-66c67667a466_behavior+ecephys+image.nwb,2020-03-06 15:52:04-05:00,CSHL059,41,554,probe01,True,True,VISpm5,
sub-CSHL059/sub-CSHL059_ses-57b5ae8f-d446-4161-b439-b191c5e3e77b_behavior+ecephys+image.nwb,2020-03-05 16:18:21-05:00,CSHL059,44,257,probe00,True,True,MOp5,
sub-CSHL059/sub-CSHL059_ses-57b5ae8f-d446-4161-b439-b191c5e3e77b_behavior+ecephys+image.nwb,2020-03-05 16:18:21-05:00,CSHL059,14,237,probe01,True,True,SI,
sub-CSHL059/sub-CSHL059_ses-d2f5a130-b981-4546-8858-c94ae1da75ff_behavior+ecephys+image.nwb,2020-03-03 14:27:51-05:00,CSHL059,65,592,probe00,True,True,MOp6a,
sub-CSHL059/sub-CSHL059_ses-d2f5a130-b981-4546-8858-c94ae1da75ff_behavior+ecephys+image.nwb,2020-03-03 14:27:51-05:00,CSHL059,49,566,probe01,True,True,MOp5,
sub-DY-014/sub-DY-014_ses-b39752db-abdb-47ab-ae78-e8608bbf50ed_behavior+ecephys+image.nwb,2020-07-19 12:25:07.028702-07:00,DY_014,49,247,probe00,True,True,LP,
sub-DY-014/sub-DY-014_ses-b39752db-abdb-47ab-ae78-e8608bbf50ed_behavior+ecephys+image.nwb,2020-07-19 12:25:07.028702-07:00,DY_014,66,506,probe01,True,True,CP,
sub-DY-014/sub-DY-014_ses-bd456d8f-d36e-434a-8051-ff3997253802_behavior+ecephys+image.nwb,2020-07-17 10:52:56.539932-07:00,DY_014,107,597,probe00,True,True,CP,
sub-DY-014/sub-DY-014_ses-bd456d8f-d36e-434a-8051-ff3997253802_behavior+ecephys+image.nwb,2020-07-17 10:52:56.539932-07:00,DY_014,55,394,probe01,True,True,MD,
sub-DY-014/sub-DY-014_ses-b658bc7d-07cd-4203-8a25-7b16b549851b_behavior+ecephys+image.nwb,2020-07-16 12:55:48.396658-07:00,DY_014,53,331,probe00,True,True,CP,
sub-DY-014/sub-DY-014_ses-b658bc7d-07cd-4203-8a25-7b16b549851b_behavior+ecephys+image.nwb,2020-07-16 12:55:48.396658-07:00,DY_014,63,433,probe01,True,True,LSv,
sub-DY-014/sub-DY-014_ses-7622da34-51b6-4661-98ae-a57d40806008_behavior+ecephys+image.nwb,2020-07-15 11:39:29.338481-07:00,DY_014,15,192,probe00,True,True,RT,
sub-DY-014/sub-DY-014_ses-7622da34-51b6-4661-98ae-a57d40806008_behavior+ecephys+image.nwb,2020-07-15 11:39:29.338481-07:00,DY_014,14,107,probe01,True,True,ACB,
sub-DY-014/sub-DY-014_ses-4720c98a-a305-4fba-affb-bbfa00a724a4_behavior+ecephys+image.nwb,2020-07-14 11:21:53.671659-07:00,DY_014,55,383,probe00,True,True,VPL,
sub-DY-014/sub-DY-014_ses-4720c98a-a305-4fba-affb-bbfa00a724a4_behavior+ecephys+image.nwb,2020-07-14 11:21:53.671659-07:00,DY_014,56,464,probe01,True,True,LSr,
sub-DY-014/sub-DY-014_ses-f25642c6-27a5-4a97-9ea0-06652db79fbd_behavior+ecephys+image.nwb,2020-07-13 11:46:18-07:00,DY_014,47,217,probe00,True,True,LD,
sub-DY-014/sub-DY-014_ses-f25642c6-27a5-4a97-9ea0-06652db79fbd_behavior+ecephys+image.nwb,2020-07-13 11:46:18-07:00,DY_014,59,460,probe01,True,True,AON,
sub-UCLA034/sub-UCLA034_ses-3537d970-f515-4786-853f-23de525e110f_behavior+ecephys+image.nwb,2022-01-28 14:59:27.112640-08:00,UCLA034,135,897,probe00,True,True,CA3,
sub-UCLA034/sub-UCLA034_ses-ebc9392c-1ecb-4b4b-a545-4e3d70d23611_behavior+ecephys+image.nwb,2022-01-26 17:55:01.487908-08:00,UCLA034,202,1028,probe00,True,True,LSr,
sub-UCLA034/sub-UCLA034_ses-19b44992-d527-4a12-8bda-aa11379cb08c_behavior+ecephys.nwb,2022-01-27 16:14:16.179363-08:00,UCLA034,49,474,probe00,True,True,fa,
sub-UCLA034/sub-UCLA034_ses-19b44992-d527-4a12-8bda-aa11379cb08c_behavior+ecephys.nwb,2022-01-27 16:14:16.179363-08:00,UCLA034,87,876,probe01,True,True,NLL,
sub-UCLA034/sub-UCLA034_ses-8a3a0197-b40a-449f-be55-c00b23253bbf_behavior+ecephys+image.nwb,2022-01-25 15:07:55-08:00,UCLA034,83,648,probe00,True,True,POL,
sub-UCLA034/sub-UCLA034_ses-8a3a0197-b40a-449f-be55-c00b23253bbf_behavior+ecephys+image.nwb,2022-01-25 15:07:55-08:00,UCLA034,57,580,probe01,True,True,MRN,
sub-NYU-30/sub-NYU-30_ses-5569f363-0934-464e-9a5b-77c8e67791a1_behavior+ecephys+image.nwb,2020-10-21 11:03:14.495403-04:00,NYU-30,81,571,probe00,True,True,AON,
sub-NYU-30/sub-NYU-30_ses-77e6dc6a-66ed-433c-b1a2-778c914f523c_behavior+ecephys+image.nwb,2020-10-20 10:49:34.832679-04:00,NYU-30,65,447,probe00,True,True,PIR,
sub-ZM-2240/sub-ZM-2240_ses-193fe7a8-4eb5-4f3e-815a-0c45864ddd77_behavior+ecephys+image.nwb,2020-01-24 09:57:45+00:00,ZM_2240,52,418,probe00,True,True,CA1,
sub-ZM-2240/sub-ZM-2240_ses-510b1a50-825d-44ce-86f6-9678f5396e02_behavior+ecephys+image.nwb,2020-01-23 15:12:02+00:00,ZM_2240,122,889,probe00,True,True,MD,
